Longitude Latitude Value
60.975091 24.162524 0.507052
61.004662 24.162524 0.509674
61.034234 24.162524 0.512428
61.063805 24.162524 0.516072
61.093376 24.162524 0.519887
61.122947 24.162524 0.521523
61.152518 24.162524 0.523082
61.182090 24.162524 0.524637
61.211661 24.162524 0.526409
61.241232 24.162524 0.527725
61.270803 24.162524 0.529347
61.300375 24.162524 0.531040
61.329946 24.162524 0.532483
61.359517 24.162524 0.534735
61.389088 24.162524 0.537567
61.418660 24.162524 0.539836
61.448231 24.162524 0.542539
61.477802 24.162524 0.544666
61.507373 24.162524 0.547284
61.536944 24.162524 0.549678
61.566516 24.162524 0.551896
61.596087 24.162524 0.554535
61.625658 24.162524 0.557213
61.655229 24.162524 0.559599
61.684801 24.162524 0.562171
61.714372 24.162524 0.564658
61.743943 24.162524 0.567053
61.773514 24.162524 0.570366
61.803085 24.162524 0.573399
61.832657 24.162524 0.576357
61.862228 24.162524 0.579135
61.891799 24.162524 0.582223
61.921370 24.162524 0.584083
61.950942 24.162524 0.585407
61.980513 24.162524 0.586098
62.010084 24.162524 0.587050
62.039655 24.162524 0.588616
62.069227 24.162524 0.589168
62.098798 24.162524 0.589841
62.128369 24.162524 0.591978
62.157940 24.162524 0.594378
62.187511 24.162524 0.597578
62.217083 24.162524 0.601081
62.246654 24.162524 0.605779
62.276225 24.162524 0.609185
62.305796 24.162524 0.613117
59.821813 24.168667 0.425158
59.851384 24.168667 0.426566
59.880956 24.168667 0.428423
59.910527 24.168667 0.430070
59.940098 24.168667 0.431075
59.969669 24.168667 0.432365
59.999241 24.168667 0.433508
60.028812 24.168667 0.434619
60.058383 24.168667 0.435327
60.087954 24.168667 0.436338
60.117526 24.168667 0.438481
60.147097 24.168667 0.440803
60.176668 24.168667 0.443532
60.206239 24.168667 0.446191
60.235810 24.168667 0.449266
60.265382 24.168667 0.452338
60.294953 24.168667 0.455551
60.324524 24.168667 0.459428
60.354095 24.168667 0.461463
60.383667 24.168667 0.463657
60.413238 24.168667 0.465658
60.442809 24.168667 0.467281
60.472380 24.168667 0.468441
60.501951 24.168667 0.469840
60.531523 24.168667 0.472072
60.561094 24.168667 0.474396
60.590665 24.168667 0.476431
60.620236 24.168667 0.478550
60.649808 24.168667 0.481194
60.679379 24.168667 0.483777
60.708950 24.168667 0.486369
60.738521 24.168667 0.489069
60.768093 24.168667 0.491620
